symbol,side,open_time,close_time,ep,bep,tp,dca_count,pnl_usd,pnl_pct,fee_usd,holding_minutes,close_reason
ETHUSDT,LONG,2023-01-21 23:18:00,2023-01-22 00:07:00,1627.29,1627.96,1631.22,10,3.96,0.1803,0.88,49,TP
ETHUSDT,LONG,2023-01-22 03:47:00,2023-01-22 03:53:00,1618.03,1618.68,1621.92,0,0.36,0.18,0.08,6,TP
ETHUSDT,LONG,2023-01-22 10:13:00,2023-01-22 10:35:00,1622.51,1623.32,1626.57,0,0.36,0.1805,0.08,22,TP
ETHUSDT,LONG,2023-01-22 11:55:00,2023-01-22 12:39:00,1622.54,1623.19,1626.44,0,0.36,0.18,0.08,44,TP
ETHUSDT,SHORT,2023-01-22 12:45:00,2023-01-22 15:22:00,1645.51,1644.85,1641.56,24,9.0,0.18,2.0,157,TP
ETHUSDT,LONG,2023-01-22 15:28:00,2023-01-22 15:30:00,1630.64,1631.29,1634.55,0,0.36,0.1802,0.08,2,TP
ETHUSDT,SHORT,2023-01-22 21:30:00,2023-01-22 22:24:00,1627.75,1627.06,1623.81,3,1.44,0.1799,0.32,54,TP
ETHUSDT,SHORT,2023-01-22 23:39:00,2023-01-22 23:51:00,1631.42,1630.77,1627.51,0,0.36,0.1801,0.08,12,TP
ETHUSDT,SHORT,2023-01-23 00:19:00,2023-01-23 03:24:00,1639.34,1638.68,1635.4,5,2.17,0.1802,0.48,185,TP
ETHUSDT,SHORT,2023-01-23 15:49:00,2023-01-23 15:53:00,1625.93,1625.12,1621.87,0,0.36,0.18,0.08,4,TP
ETHUSDT,LONG,2023-01-23 19:26:00,2023-01-23 19:55:00,1614.97,1615.62,1618.85,8,3.24,0.1798,0.72,29,TP
ETHUSDT,LONG,2023-01-24 09:27:00,2023-01-24 10:22:00,1618.8,1619.47,1622.71,5,2.16,0.1801,0.48,55,TP
ETHUSDT,LONG,2023-01-24 11:49:00,2023-01-24 11:59:00,1622.52,1623.17,1626.42,0,0.36,0.18,0.08,10,TP
ETHUSDT,LONG,2023-01-24 23:17:00,2023-01-24 23:23:00,1549.37,1550.02,1553.12,4,1.8,0.18,0.4,6,TP
